id,value
4840,1013527.9771362947
4844,2599708.59925752
4845,1969410.9553727352
4846,1924024.006379052
4851,2580376.584744894
4862,2413239.7766840076
4864,1649982.9979191998
4871,1880060.6602040308
4872,2569650.668223481
4874,1493426.6736537102
4877,1294833.4971927875
4878,1831814.175495779
4886,878756.2861248263
4888,1442121.0324154487
4893,1493426.6736537102
4900,2280047.67878411
4921,1962681.0765255047
4929,1363653.064487045
4934,1815145.5330324313
4935,2217163.666492912
4938,1041816.7669603655
4949,1641118.6100189008
4951,1572666.795164303
4952,1494360.7269159164
4955,2089024.6232983558
4963,2581142.8774793074
4977,1607263.0550892055
4984,1818911.106064504
4987,1383159.4677213654
4991,1600231.8669407507
5001,1031178.839205339
5002,2330202.418081002
5011,2360073.1546038836
5012,1798227.6974218152
5015,2018821.1103879274
5018,1091171.5588741768
5022,2620881.498115862
5024,2235241.1416104566
5027,2739078.7856886825
5031,2192800.4147514775
5042,1864734.7035065216
5043,3558906.105538978
5044,1363756.8021381353
5048,2330432.0444682767
5054,2564915.335705037
5055,2739723.1592994933
5056,2601264.378598313
5059,1313863.8409840337
5065,1186090.4086344955
5066,1704579.1409958424
5070,2544849.7420495204
5072,1584690.9244966742
5078,1405473.6764635372
5083,772372.1227085306
5100,2636684.8886400857
5101,294222.6440141621
5104,1298597.8448108041
5106,2016065.4408331115
5107,1562426.8369932356
5108,2316956.8588342397
5112,1596755.8149235973
5117,2607618.3179415064
5118,1413398.550538103
5120,2242417.9662422473
5124,1415093.2014485274
5128,1860434.0766011102
5132,1532578.1069872524
5134,1589971.964628477
5137,2089024.6232983558
5139,1679830.0421307748
5141,2825551.1165928007
5147,1833368.7695358144
5148,1408075.1619760923
5158,1969125.367221703
5162,1460829.7459020806
5164,3653328.0663828715
5170,1148207.9979948583
5171,1726434.8583392315
5176,1877954.6473369354
5180,2236598.2886044183
5181,2139825.189707461
5182,1463049.882551742
5188,2179581.1430442897
5197,2084071.0563316985
5198,2496049.8264261857
5201,1749479.8090874157
5215,534335.2927304158
5216,2496239.8718209
5217,2224865.6758637093
5220,1509053.3749842527
5221,1704579.1409958424
5223,2015733.242766856
5226,1415093.2014485274
5227,2312816.040119812
5233,2228894.355274458
5239,2037991.2275939684
5240,3060419.78899066
5242,1743678.2455402818
5243,3077446.554984035
5245,1861088.0974453369
5247,1331372.893935869
5252,1692245.8224599694
5255,2602674.6562367147
5260,1958513.9579644895
5264,1009381.7944524932
5269,2646698.792606902
5272,1445039.0483655343
5276,2212482.122833041
5282,1650107.3727340794
5286,2586219.0284987595
5290,2069725.5839537655
5291,2598002.3984241383
5296,1961596.655833863
5303,1851610.0471965054
5304,1461564.478047386
5309,1760873.8542115793
5317,2528887.058887861
5319,2363752.7734598485
5322,1006700.7739451395
5324,673800.9834956183
5325,1186377.2767632066
5329,2738582.704508541
5330,3335937.8822527425
5333,2950827.306484751
5334,3023041.0155924633
5340,1186377.2767632066
5342,239820.48315212733
5346,2425733.0017049205
5349,1606004.5225202837
5350,1464639.6986734576
5355,2409530.8394466396
5360,1596875.6997222917
5374,1424815.8860315038
5376,2853609.868240399
5377,2305299.178939405
5389,665723.6845821969
5393,1013527.9771362947
5395,1937984.7268231465
5396,1464639.6986734576
5397,2756567.605600257
5398,920196.0951256552
5399,1375484.8979618973
5401,1674791.4745118755
5402,1587948.9347228317
5405,1135724.6587971656
5413,2038000.550153921
5417,1159928.878854144
5418,1808348.2870966855
5419,1220318.095560605
5426,888525.1186109114
5429,556686.0643895349
5431,1067867.6441259505
5432,1064480.9481731143
5436,1466494.5806426106
5439,955465.3990714756
5440,679390.0919621084
5455,555600.3539259651
5456,943193.7127774575
5468,866458.641868049
5469,635928.984757786
5472,705215.6061355377
5473,831597.6682094712
5475,1324857.2833097987
5481,383012.51237134193
5482,1032078.8611537435
5490,705268.7279592622
5494,1141698.9265433254
5499,1827964.4507995485
5504,1104319.3139375537
5513,271713.1218859645
5528,1048934.5438365333
5535,1578661.9000328118
5542,1068213.0878352276
5543,1141698.9265433254
5546,904404.4138442005
5547,1122470.470233537
5552,459091.72793752747
5553,580255.6311495153
5557,965001.7632752808
5558,1304495.0422117421
5566,1171823.3058954075
5567,771951.5355549613
5576,576329.4639760937
5583,866928.7351468006
5585,271357.62231716345
5590,991703.2654717957
5594,271692.51157898706
5602,1628814.9308662738
5603,1047162.0735853125
5610,880600.8018517381
5620,1164907.3435184364
5623,1119965.9392426175
5641,1403151.7290650732
5647,1192874.5626644802
5649,977123.0964563731
5660,1419767.2264254054
5661,1347270.1736592243
5668,1047162.0735853125
5673,1289945.7785318214
5675,705215.6061355377
5676,1125355.1705461165
5682,1139659.0180249498
5686,1201804.805273973
5689,583611.2217966482
5696,847939.8821539335
5713,1347870.1039354077
5715,1733359.0468400666
5717,956761.8321632915
5724,667884.3053183919
5729,951035.3751932193
5733,993082.6649292423
5737,2024077.548026075
5740,636922.252895772
5741,890895.7891818827
5750,1029579.2241423599
5758,859614.5448896803
5759,1224827.602804031
5763,1158389.8447190388
5764,961987.4115337307
5776,1327536.2882818345
5777,904404.4138442005
5780,800978.4037641718
5783,872366.4975251132
5784,1203189.6971639397
5788,1184554.790741548
5790,992096.2834191511
5792,579196.7245682454
5794,1379934.5701309612
5799,576055.1881492212
5807,1084517.9685263888
5808,1068213.0878352276
5812,336351.7817617266
5813,1319602.441027955
5819,1286825.8551542177
5824,1139517.797697348
5826,1185686.6363169965
5838,1481383.6234259992
5840,1322462.935143421
5851,1195760.802865441
5852,1064862.9881689807
5861,1211914.2694068942
5863,772758.1314092771
5870,1212005.1394492541
5871,800978.4037641718
5872,1066791.8571214979
5878,1569765.905535705
5888,457892.26260895573
5893,1156028.8005551116
5902,1394268.9096010372
5905,1576338.395234133
5907,1318880.7124032916
5909,847939.8821539335
5922,334676.56140822207
5926,192110.00009964526
5929,1350448.6618619384
5933,1540058.0847074664
5940,1288436.2334704755
5948,578267.7472768781
5949,717086.6535348125
5955,580255.6311495153
5956,336351.7817617266
5959,1439936.4711335127
5962,667168.471773448
5963,1213113.978881573
5965,460355.3325326832
5966,1439063.9088909132
5968,1547826.7089593844
5969,993949.7293287673
5970,1095695.7378526344
5971,1861280.9764075899
5972,772699.9109178917
5974,1415172.3546699279
5975,1398209.9829747954
5977,1337466.8442771567
5981,1672016.40093115
5983,1783919.8747498798
5986,1172790.7308125636
5988,920712.1213681446
5990,986127.1320344533
5997,953627.209872454
5998,702373.5991980422
6002,678701.3465884145
6008,848003.8349675329
6010,751104.5991650554
6013,462533.7737718745
6016,191243.93137177554
6031,772885.4052219288
6032,1412390.771748643
6036,815091.0270837679
6037,678589.0072549677
6038,1341223.5986681476
6041,1329748.2354595882
6046,815152.4940355205
6047,866394.3254193141
6058,891042.2118066011
6063,679338.4834503587
6065,714140.8618901746
6066,1502947.1236587889
6081,1102140.6646073416
6085,1067787.5518142583
6086,1104500.690364805
6088,866725.4069172725
6090,1454697.2933654962
6093,720314.6968150007
6095,771951.5355549613
6098,1284013.0232234334
6099,1227940.8866447182
6104,989129.524063379
6105,974392.9310089529
6111,1672016.40093115
6115,1459780.751945676
6116,1346837.553419425
6122,996543.1872039778
6131,955013.6506613838
6135,1442437.4081129665
6136,1632121.451497277
6140,670592.1334678363
6141,1173366.2509852455
6142,1140986.1417048438
6143,576329.4639760937
6144,1068213.0878352276
6145,1316341.4439593805
6151,1030633.5577906
6152,705215.6061355377
6154,1021761.1793187178
6161,580255.6311495153
6162,1239220.1968824407
6169,993732.0250446141
6170,1330719.517958577
6173,965603.4977944606
6181,1386805.305808853
6184,1141072.16235154
6185,987712.4138372605
6187,862064.7885180342
6192,1349711.2673530395
6194,945430.0130822973
6200,1642500.3717312224
6202,1443224.367314375
6203,815286.8123394544
6204,776427.8769898003
6212,1348606.0189017176
6213,853990.1462489435
6215,335251.32884128636
6217,985904.3754078959
6218,1115467.053721183
6221,1719125.3773773722
6226,1609193.2101019253
6227,1914148.8262085328
6228,993795.9542763537
6229,648187.5188962563
6236,855054.6876304653
6237,334897.4940949326
6238,1833121.3755791218
6245,1431366.5758528104
6250,1224352.7008586165
6252,1192874.5626644802
6254,1641104.5385170667
6258,1510083.1159854291
6260,1583086.1933387283
6262,354498.139285752
6274,1140281.5019466132
6281,815152.4940355205
6285,922815.8643955756
6288,1273450.4585563655
6300,1047162.0735853125
6302,1288167.939348284
6307,1055885.8173332086
6308,1396822.8901286307
6311,380528.21077127894
6317,1666231.2595294237
6328,1255109.294207057
6331,866130.2040255915
6333,987148.3120856484
6335,1250489.3232719721
6343,916006.1840730968
6344,1302794.2155147207
6349,221137.88887647132
6353,1028035.2043066237
6355,968775.1929271714
6359,775621.3398546787
6367,1126212.641073617
6368,1414015.682098532
6369,960479.5630659786
6370,971166.4523402185
6373,1101304.3629240626
6382,823577.7577476698
6385,1014979.0381672413
6386,863743.5645571947
6387,734268.6705805601
6389,654205.3756854157
6394,1304411.0255206637
6411,415085.6854369167
6413,1216887.8104621612
6417,1017285.7001514422
6423,729671.818664958
6425,1216887.8104621612
6444,415085.6854369167
6449,1447024.0186027817
6455,878786.3368352107
6460,1109286.8534756852
6467,938096.7072813184
6470,690062.0409355354
6476,888948.3256419661
6479,1082149.4241358268
6480,1618274.84570119
6486,505896.4304450019
6487,1168785.1234920525
6493,883341.7547463469
6497,963591.9150509073
6499,971932.7950358096
6501,606187.3012305626
6503,498348.77891735244
6505,607532.2902119252
6507,817898.5569788953
6511,910237.879788756
6512,892634.5053586452
6521,1086726.9863874046
6522,910237.879788756
6532,874935.8784741814
6534,770088.276277948
6536,366130.4191421316
6538,801539.2126964801
6541,875245.8501795717
6550,1106063.0737064213
6561,412952.0234897323
6564,1558898.9942073806
6569,525017.6049393899
6577,877449.3519742939
6579,597070.0542862173
6583,892701.4081159577
6587,982486.3445642423
6592,966033.4004097601
6603,287521.80264830164
6607,1245855.4495303342
6613,885538.6669119616
6626,810962.1873303539
6647,651512.9345171081
6650,1083901.3417825205
6657,1037002.6972946818
6663,756000.7714807624
6672,1326532.6416087125
6677,597070.0542862173
6678,865986.5063587086
6681,654205.3756854157
6683,657693.4597414382
6685,729671.818664958
6689,597115.0094196144
6691,733506.5551491089
6692,837230.4779553344
6699,1109904.1108557887
6709,508797.48280970065
6719,693828.6786938966
6731,508759.15833443333
6738,983861.0361359379
6739,877677.9760170787
6740,821190.0985744073
6746,909527.7936738012
6751,970239.1697865638
6755,677131.5941974749
6756,936343.3146661245
6757,981966.3108688043
6768,1101768.7864572285
6779,1116378.5550510809
6780,834520.5919380265
6782,1402608.2631063738
6783,1105879.6812291543
6787,1254701.3625977146
6788,649284.6615366249
6795,982340.623375645
6799,910237.879788756
6804,833954.049485608
6811,1845221.4689832854
6813,335381.0301486479
6814,925539.1160149975
6816,948947.4642818
6824,806587.3002142608
6825,213298.8910785174
6826,367559.25423555286
6827,597213.282990719
6835,1014008.8978921366
6845,1188022.3845097108
6851,733223.068266133
6852,1302405.4478704564
6858,850255.5776355807
6862,833891.1416760726
6866,906598.3644510203
6867,936343.3146661245
6868,840595.6301592377
6880,942218.8431266434
6883,833891.1416760726
6899,1190361.518388239
6901,962686.0374784013
6902,962686.0374784013
6907,877744.192823526
6914,1084762.8809370722
6916,1195128.1992331583
6917,653322.3004224173
6932,970454.8369016101
6936,1401329.215217052
6947,908682.0049157889
6949,893479.5186116451
6950,1107513.6972278645
6954,828539.3521033508
6971,1559771.49488231
6973,1167136.0835732284
6974,990885.9207322766
6982,1402398.3170157124
6983,756000.7714807624
6998,1018787.1725695997
7006,1216996.1029325244
7008,793450.6027529844
7030,775621.3398546787
7036,690175.6802742645
7037,654205.3756854157
7038,1095230.3627310279
7043,1672059.3262289115
7051,1411812.118198515
7053,1072285.4794417652
7059,863769.8148830408
7060,1476405.8168869233
7062,806587.3002142608
7067,1977420.811855746
7070,1050728.821683802
7076,1100942.9167199796
7078,1614058.9245458494
7079,57040.61862803327
7084,948789.9989472061
7090,1026643.8135681496
7091,1044284.2110518034
7093,1517799.60401792
7100,1070001.6372212158
7104,687117.6587484519
7108,784296.2452614153
7111,951238.39480561
7112,845018.1813104993
7115,941223.039690235
7117,654362.3515753975
7127,893317.4007404153
7133,687631.0879984394
7136,1165740.3310680324
7138,805419.7709550197
7145,894769.6908311573
7146,731252.2520790615
7151,481293.98613082827
7163,928508.6498421779
7171,287521.80264830164
7173,745747.4432699373
7187,1645098.4451304441
7193,1254701.3625977146
7195,597070.0542862173
7201,1221114.4214405448
7208,832005.8558715521
7211,839457.9771824823
7213,458215.7179891528
7221,1147409.1675597844
7223,795638.1256291721
7233,1237558.0935531445
7235,689341.8259567594
7236,1104295.2772127364
7244,755944.1926994383
7245,1251534.01807242
7248,839320.8416642037
7249,729551.6616330585
7252,718380.8775290771
7261,414046.00717281335
7271,1675648.0430462942
7272,793380.4300396569
7275,338544.52114964527
7292,757826.7274823294
7295,1164722.7897132402
7300,871576.845757212
7302,839797.1335437049
7304,629003.2736509292
7312,763328.9156557694
7314,911385.5944987042
7325,977904.2961452636
7329,1086695.157860715
7330,947641.8355329145
7334,1163399.8279299645
7336,593391.2323183232
7340,231969.01037154061
7341,861893.5386105041
7351,598905.6004683616
7356,877196.8221467561
7360,555346.3366667721
7364,807406.629874132
7372,712392.0757072227
7373,596506.2957458169
7383,719153.3345063139
7385,225155.93644851496
7394,777609.2212997002
7398,896538.357739378
7401,335895.26723389374
7408,854506.2815688605
7409,1155746.0194542797
7410,730461.2966353016
7417,1083289.7371090252
7418,581874.971346005
7419,687962.505498828
7429,1137082.3476809135
7444,786284.463685764
7450,1303978.9643169772
7454,872442.9176708444
7459,230973.6873922124
7462,791063.131396627
7466,430916.39548515296
7469,906141.5716460895
7478,317214.47147084045
7493,871853.0343609084
7502,350333.9981491822
7504,872263.0115938666
7511,627833.2488038299
7512,929366.4954110625
7515,230973.6873922124
7520,1097188.3896255703
7523,118556.5107998947
7524,708986.0701864343
7527,1239500.5300621623
7544,655484.7160442993
7554,1511674.4774167086
7555,1004003.7992290116
7559,807913.0100108722
7560,865495.4114608542
7564,1391688.4385493293
7569,1089279.4589173659
7571,1491000.594244809
7579,1107151.3985480973
7583,929861.2634463741
7584,1004555.6208772585
7586,964268.6208186352
7598,1026550.7245580069
7605,1086967.3867993422
7612,633423.9335834323
7614,716559.7882860189
7615,740483.6963706561
7616,908442.2614041269
7618,786225.1430864254
7620,671059.2470126174
7623,991229.4793284307
7627,743748.8468956865
7630,959691.4117159772
7631,716124.324464273
7632,807913.0100108722
7636,869041.7475096365
7643,1081566.2340663373
7644,172706.12906921312
7647,1026768.0679330662
7650,657122.7681105686
7651,670199.803266871
7653,901741.0677297794
7657,231986.04191163997
7658,927812.8830142653
7667,1040032.4991866822
7676,864093.8612456877
7677,956614.619354035
7683,1219196.8633872347
7689,945050.8685331849
7703,1149086.0642339836
7705,845413.5702849576
7710,502695.8859905825
7712,649974.623462312
7722,716168.301395731
7729,871853.0343609084
7731,853882.3914082625
7733,783766.4092529787
7735,625677.9890352751
7741,555346.3366667721
7746,719486.8961359893
7750,822177.4172895257
7751,593294.1899331323
7757,701362.9544117555
7759,1348883.3346108855
7772,854506.2815688605
7773,808422.8365864974
7785,772869.7511253137
7789,1004885.4635471356
7801,1010254.9993327883
7806,966422.6380199031
7809,1321950.9973083334
7818,1080075.6364548262
7819,837093.9648765482
7823,595854.7655626864
7825,819312.148745261
7828,1079743.3457119022
7829,563862.8955165851
7831,575693.6987127432
7834,1001228.601641671
7835,697655.9032525104
7840,784044.9941499586
7842,318092.9687670526
7846,1273915.6185684698
7850,1025567.9720914357
7851,719486.8961359893
7856,715589.8418828303
7865,1331472.2495079092
7871,837579.770756483
7886,1067302.4232771161
7891,1081214.6797555631
7893,1186324.7655338952
7895,976329.3554027635
7898,974278.5007986191
7902,804817.1554753328
7907,314438.1760096039
7909,772869.7511253137
7915,1111271.0080490643
7916,844065.9577351866
7917,861634.4421819604
7929,383858.5545809826
7931,166791.80324472993
7937,741109.7748834405
7938,761574.0182631674
7940,744752.1189631472
7941,718090.9382982623
7945,643695.219253181
7946,956122.5278975712
7955,786225.1430864254
7956,1083228.9495010357
7960,516940.3915902519
7961,1123923.7241101349
7962,738435.615829456
7967,776217.7804667285
7968,901578.0818128173
7978,795799.459210075
7979,107037.59501751125
7987,788818.8304301904
7991,300727.97726693965
8000,1482418.7631996837
8004,627683.6267124852
8006,1120478.4368734274
8007,708738.0611059746
8011,803207.6182322938
8014,861893.5386105041
8029,1023537.0072438449
8036,1023847.316175135
8037,426385.6214784013
8042,885769.7556233422
8043,752001.02581701
8047,717525.3046238399
8053,1113056.3718314087
8057,592537.097504919
8065,944531.1788177212
8068,1482787.7611761843
8075,806670.5020142202
8078,1582358.2414922551
8093,514005.92415623344
8094,1089600.7721975504
8097,1237658.4261444507
8103,1040686.6668993002
8107,852195.0324507351
8110,233547.0919474125
8115,757908.9792751758
8119,984882.495897762
8120,841767.9498603684
8122,850477.643114672
8132,854225.9647210422
8134,802343.154667174
8136,664653.6000666211
8148,746531.0401799037
8163,944531.1788177212
8165,1081214.6797555631
8177,660599.4230037509
8182,1006405.3964101722
8185,593294.1899331323
8192,602636.9981582692
8199,1042121.9088857907
8200,671169.5031107651
8208,592537.097504919
8213,822177.4172895257
8216,746467.6403247616
8222,1080081.8652678977
8223,172586.15159968313
8234,1155480.318194955
8243,253484.47459063606
8251,1350414.2913295212
8254,364370.22046758205
8256,996961.6014617819
8259,1235085.7448634063
8267,821177.9437598016
8271,871161.1166670353
8272,1077422.6582929592
8273,593294.1899331323
8274,544373.4146575648
8279,1082500.3455673482
8283,1121096.2893320133
8284,1189493.0984945183
8285,106569.37041730319
8302,1018093.2851150772
8304,987367.9629387785
8306,1079743.3457119022
8309,1088621.794661864
8315,302787.54715980357
8317,622272.0134621429
8327,1003773.3485089979
8345,935111.1989289848
8352,493080.49514786794
8360,837034.9491720876
8362,1194669.752105671
8363,840151.4175758268
8365,493150.77592320624
8367,656405.8467103781
8369,361608.10777331854
8370,546987.5653304278
8371,243950.2951146803
8373,687978.3213741687
8374,646208.1768592478
8378,695047.8251348367
8384,318812.7363752022
8387,715696.2679380641
8390,590724.8823321544
8394,543592.0505686012
8395,885404.6264406983
8396,1139335.4591047808
8400,1174268.8646841317
8401,712651.0120441737
8402,983231.6065009647
8405,910324.6527293783
8407,590769.6612500186
8411,884661.5124474973
8413,865601.6953158978
8419,1120524.0162240574
8420,611705.5671832454
8425,717592.6269073363
8428,261573.27142042795
8431,720834.5334892492
8442,632783.149470009
8448,1058461.0466648408
8449,438290.2443749978
8455,288267.73203622084
8458,1094055.630598413
8467,722733.031615728
8468,418190.3488197635
8478,887511.5031507761
8479,1038221.1991152843
8483,858840.0204032991
8485,726828.465415939
8490,700226.4909941806
8496,438290.2443749978
8498,975174.5009546968
8500,622272.0134621429
8504,745364.5557514837
8505,713077.5855560887
8510,1177959.1106928615
8520,763050.5668092059
8522,493150.77592320624
8533,886947.6693572954
8540,1363565.664228942
8547,844776.8809937342
8560,355496.5928174573
8569,751054.6334884249
8580,645660.2044951494
8583,1089184.2681133926
8591,656897.0039649879
8594,419433.27755677444
8598,950381.4672409219
8603,1090724.908023693
8611,546302.356044141
8617,1224589.5984358166
8622,855554.9670313812
8624,812419.6558428803
8635,262005.30469333899
8636,657664.0293064393
8637,791405.6657003282
8642,1039156.3417648566
8643,522603.05267431424
8644,864988.8556411094
8648,994958.0311988575
8662,253878.58817897356
8670,1175332.1375416
8672,838156.7843411913
8675,1161057.422786101
8676,1058073.3431131463
8677,493970.0668508531
8689,836783.9110912497
8690,474850.7212512638
8691,590035.4423466015
8698,572437.7069183532
8702,811089.137389495
8703,896224.6237488943
8705,99986.23474026893
8712,656678.8397835874
8716,844975.6682221423
8717,761685.6790179494
8718,542918.1065460913
8719,844926.5974818196
8721,417980.4482437905
8724,493747.4958265032
8731,762540.9312941387
8736,589569.4818955578
8746,244093.43224051548
8749,740123.5009848226
8756,838156.7843411913
8757,943704.1390329741
8761,324167.1024413192
8762,1200488.2184184385
8763,962496.1287919028
8772,1036416.2214904208
8773,250567.41232080292
8774,688030.4168562132
8780,559431.1669593441
8781,1045526.0505847521
8783,624514.2860907816
8784,644798.865079329
8786,858130.8189656155
8792,624632.1427449966
8793,870203.0983717109
8799,324167.1024413192
8800,228764.250985077
8809,713654.5069420943
8814,492594.49643513846
8816,273220.4753569889
8824,1120524.0162240574
8826,718088.255345964
8829,625698.6795760009
8832,252180.2542296162
8834,718142.6106717323
8835,684867.5983368689
8837,897708.5019500605
8844,573559.6239402144
8846,746885.1965860558
8851,1056383.018185095
8859,973764.3229732439
8861,612987.9273057578
8862,684816.2711543982
8865,418661.1122072701
8868,688030.4168562132
8871,936472.1308040222
8873,724353.4678345307
8884,456318.70370422525
8892,312776.4585876013
8898,259128.06207751427
8902,421477.95885071444
8906,657555.647053877
8908,883969.1683935636
8909,418844.16376918484
8913,684045.6752986051
8915,1118438.3509761551
8916,762075.7046971289
8917,824101.1479242359
8922,873007.0217794812
8925,622272.0134621429
8930,679147.153822889
8934,746862.9860429891
8938,363592.0601593389
8940,1007360.2465831849
8949,646937.5274220288
8951,1296251.4096385401
8953,262005.30469333899
8958,663303.5913130525
8962,547603.8527548672
8973,844915.019881326
8976,886947.6693572954
8982,912005.6845379195
8986,671836.8364237535
8987,1043318.9457290277
8989,827346.2046308301
8991,498069.1807477727
8993,186846.3869258145
9001,624498.5527021147
9009,761685.6790179494
9015,1078861.192702972
9016,1042749.0360321904
9020,320333.3432593375
9023,973938.1607518003
9024,1026774.6622289098
9027,588275.6016832503
9028,521775.47400781914
9033,934320.318956347
9038,641471.3292211224
9042,847399.8455751718
9048,912995.8316502108
9055,657004.7802401917
9062,555956.8482700844
9068,983771.0015213524
9069,320333.3432593375
9070,595248.4436659977
9072,711651.0480126481
9073,527940.6065687442
9075,380549.3136946019
9076,596033.4201738482
9077,635226.0180636273
9079,573603.1042781482
9080,619499.5369203052
9082,694825.924914774
9089,830071.6522964234
9100,809046.5324021614
9101,684816.2711543982
9108,576924.0706867266
9113,807314.557247919
9117,813238.592307326
9126,1217697.3875092398
9132,493932.8653797858
9135,542505.8054414927
9137,870181.9383909131
9141,589985.2748124647
9148,787766.8068963104
9153,702658.480661405
9159,814971.2473641514
9170,746241.470017749
9172,192810.3349260333
9173,546302.356044141
9176,724472.530357008
9192,228764.250985077
9194,1032538.001591964
9200,169317.415024998
9210,320357.14829744725
9225,190879.40556806442
9231,884514.7756226344
9233,156353.49526332962
9237,1013489.9246097761
9239,630824.6614293399
9242,837034.9491720876
9247,1094442.5704833406
9248,891574.0696035408
9253,1014971.2433467574
9277,493932.8653797858
9281,661337.6733069377
9283,547194.031478024
9293,687112.0904991071
9297,288267.73203622084
9298,787766.8068963104
9304,260252.49229760686
9306,740001.9621679016
9309,595151.431268177
9337,758504.908573399
9341,857135.9234950284
9343,643561.7542312315
9346,645366.3587995886
9347,665435.8045103033
9351,595107.444510356
9352,898586.7698418326
9359,361608.10777331854
9365,891427.0972845372
9367,983231.6065009647
9368,590502.059037175
9371,645660.2044951494
9374,440793.776097739
9377,694825.924914774
9383,1125987.414657894
9385,835569.4687252367
9398,671726.2188921375
9401,747734.2221181119
9405,926751.638145921
9411,435054.9406302328
9412,675985.5493064572
9419,591328.9504056538
9424,221547.82514756845
9430,844580.2528400581
9431,1025301.2019594403
9437,503727.49161376583
9439,632366.5691954036
9441,1084073.9199216687
9442,636068.1260458677
9453,579769.9869889541
9457,605444.729526921
9460,295431.4694044996
9465,918206.2155548994
9483,449784.80914722895
9484,442134.66929263825
9489,990685.1819385039
9491,954507.1303740992
9504,486180.5760658638
9506,647068.5662510439
9508,542199.7392420284
9513,1057972.8626752878
9517,571938.5906908223
9520,899253.0235408414
9522,629137.6311047397
9533,915349.8809739029
9542,1023742.3249522562
9543,340450.0825853009
9548,589941.7123767305
9550,358523.4744698573
9560,390911.81323259306
9563,625977.1925371697
9581,616846.2438248753
9582,308015.0770432275
9585,400310.8046691491
9589,796573.0549970976
9590,566438.9599715902
9593,821499.2412989372
9604,790245.518009017
9611,767834.3715675612
9613,721877.4262660336
9619,467770.9566940637
9633,193878.5171485637
9638,374111.13810486556
9646,339319.2431776001
9654,590865.6903290937
9656,487893.6291364554
9663,806354.8000603621
9671,971402.6862159384
9674,670652.5664218757
9675,684587.1675799731
9676,358361.68454289297
9677,618513.886978161
9679,626321.6607782117
9694,117825.20079560854
9698,220873.55589215775
9704,573874.5159719907
9707,555873.9575952337
9710,797076.5159114033
9711,973212.6892870209
9713,862448.8188767468
9718,580500.3596918806
9723,462696.86144284083
9737,880463.995255759
9738,735336.3404498725
9739,556891.0798013996
9741,581127.8441013093
9755,630742.891768878
9758,221898.47008896337
9766,784401.0062045588
9774,892122.3439724045
9779,543822.5956079173
9781,739696.3750077803
9787,676539.474540782
9790,525439.1461533175
9800,575419.4042852846
9801,581056.1853162112
9808,559790.5972119335
9811,851841.3447756198
9813,767418.3415537511
9814,543781.342897599
9821,779125.1478346287
9825,384275.0562619012
9828,781415.1141122961
9833,403041.18290005554
9838,684587.1675799731
9839,494550.54035549384
9840,581127.8441013093
9849,767418.3415537511
9850,786605.456484729
9857,386388.99031999597
9860,844719.6134402768
9861,1110288.3630613221
9864,562922.832154025
9865,1023570.0076015715
9866,506557.7864359231
9868,646334.0200057203
9872,765272.3068877534
9880,519366.11288917024
9882,625409.5722173846
9888,631841.4390794168
9891,523896.44856389373
9900,470118.4878264125
9901,501619.2358202347
9904,575419.4042852846
9905,525120.1408228752
9907,400310.8046691491
9911,244008.1953704246
9917,442636.0313423778
9918,880946.6623261245
9919,656636.6746901053
9921,637186.8995979577
9928,599325.66320168
9935,637503.3081158465
9938,534583.570042032
9946,1006000.142286266
9947,442636.0313423778
9959,605345.7433873328
9963,34649.91494902768
9970,560303.5490221608
9972,425428.7239769333
9975,532439.4117157367
9992,935158.0831518325
9993,574066.0734542178
9995,905299.9593712105
10005,631022.9977033046
10017,684587.1675799731
10019,661015.8169117867
10023,408763.6567160402
10024,462194.572287095
10030,1084429.1219469663
10031,465835.7888851844
10033,735522.8658296751
10034,458528.6182726718
10039,562831.0687667805
10043,605076.7471674173
10051,786565.1254665607
10072,603615.4689561272
10080,467982.16171180987
10084,658016.1795160009
10087,367961.3916985783
10101,661015.8169117867
10102,704731.3620220086
10105,486441.17923351977
10109,526953.1874407718
10110,611530.8758993295
10113,534279.4820747479
10116,588876.26880768
10125,467937.8128152604
10134,732280.0547059815
10141,762424.246028565
10142,804151.0910330269
10147,579551.0790102441
10149,423362.56978773605
10152,601093.4171108815
10156,441872.8969063748
10162,581239.6315338657
10164,565027.0517687954
10165,542199.7392420284
10178,675069.5254693648
10179,203687.440850059
10181,666081.6985422715
10185,573439.3792650967
10186,581200.923972334
10187,821891.8373265492
10195,631320.4344651385
10205,455620.79212934757
10208,677584.8197182787
10214,127122.23979846043
10216,458321.1028354813
10222,446197.58255396987
10226,400280.7444008601
10229,651263.392109374
10240,601093.4171108815
10242,771400.3963570467
10245,731781.9236711855
10249,1078515.3796735615
10262,606333.7144561938
10266,563110.2066366
10267,891295.6090050377
10269,151980.8187173023
10275,698285.7755459031
10282,581223.5046196018
10287,67434.8606729959
10288,648656.1979830338
10303,525159.8690827595
10308,802661.5998483702
10322,493723.65959353466
10323,471453.8016217043
10326,782277.8219194211
10329,658308.8252374778
10344,589101.1587676978
10348,494550.54035549384
10349,466045.64560442953
10350,544644.467348078
10353,793364.279427838
10356,358496.5849425972
10362,494896.38909975823
10375,139023.29608588995
10388,391578.748486406
10389,606849.7199102934
10390,764080.562021788
10391,576918.2514443937
10392,549796.513010585
10397,626634.6668830172
10411,751989.0265869531
10418,139023.29608588995
10423,360644.34833770304
